Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Price to Sales,Price to Free Cash Flow,EVEBITDA,Interest Coverage Ratio,PEG Ratio,Working Capital to Sales ratio,QoQ Profits,QoQ Sales,Net worth,Market Cap to Sales,Interest Coverage,Enterprise Value to EBIT,Debt Capacity,Debt To Profit,Total Capital Employed,CROIC,debtplus,Leverage,Dividend Payout,Intrinsic Value,cash debt contingent liabilities by mcap,Cash by market cap,Down from 52w high,Up from 52w low,Mkt Cap To Debt Cap,Price to Cash Flow,ROCE3yr avg,PB X PE,NCAVPS,Market Capt to Cash Flow,Market cap to quarterly profit,Market Capitalization
Studio LSD,,STUDIOLSD,INE17VO01028,Entertainment,Media & Entertainment,10.75,0.53,12.51,0.36,,0.36,67.75,,,84.95,0.53,,0.37,0.30,0.01,71.24,20.55,0.02,1.51,0.00,181.14,1.67,0.07,75.12,5.91,1.74,9.69,103.74,34.13,13.64,9.68,-15.98,55.78
Sturdy Industrie,530611,,INE134F01026,Industrial Products,Plastic Products - Industrial,0.20,8.91,0.35,-20.16,-1041.00,,-46720.59,51.02,-100.00,-201.70,8.91,-1041.00,-17.22,-60.36,-19.22,-133.49,8.17,-2.22,-1.37,0.00,,-6230.69,0.09,48.72,0.00,-0.11,1.20,-8.74,,-10.50,1.20,-12.63,3.03
Stylam Industrie,526951,STYLAMIND,INE239C01020,Consumer Durables,Plywood Boards/ Laminates,2209.00,3.37,82.50,17.54,96.47,1.03,31.48,23.20,-7.33,723.24,3.37,96.47,19.46,0.07,0.00,708.71,7.36,1.21,1.05,0.00,1510.40,-21.99,0.02,9.09,53.30,4.07,34.74,30.96,137.78,207.05,34.84,81.41,3743.84
Styrenix Perfor.,506222,STYRENIX,INE189B01011,Chemicals & Petrochemicals,Specialty Chemicals,1986.90,0.98,,11.78,12.17,,21.25,-63.46,8.83,1245.79,0.98,12.17,17.41,,1.39,1710.32,,0.31,1.43,23.19,3405.34,-8.18,0.02,43.62,8.20,,64.35,26.53,57.32,428.78,64.32,195.25,3494.97
Suba Hotels,,SUBAHOTELS,INE0RYR01018,Leisure Services,Hotels & Resorts,135.00,4.13,-748.17,15.78,11.12,,-2.90,,,53.29,4.13,11.12,17.69,,3.76,69.78,-0.50,,2.34,0.00,,-15.83,0.01,32.50,29.81,,82.92,20.08,,-0.95,83.06,62.46,327.27
Subam Papers,544267,,INE0U6201010,Industrial Products,Packaging,174.85,0.72,-68.14,9.52,2.27,32.00,15.01,29.50,10.44,333.13,0.72,2.27,13.08,-0.19,8.48,418.29,-1.37,0.72,1.62,0.00,203.67,-49.63,0.06,23.88,147.07,0.96,12.57,11.78,22.25,36.66,12.59,31.07,406.43
Subex,532348,SUBEXLTD,INE754A01055,IT - Software,Software Products,10.94,2.23,2151.24,17.05,6.07,,55.54,2.45,2.73,322.73,2.23,6.07,28.92,0.19,-0.94,384.64,0.08,0.61,1.67,0.00,0.90,-19.08,0.15,36.76,23.76,2.64,63.25,-6.11,359.87,2.73,63.25,118.14,616.67
Subhash Silk,530231,,INE690D01014,Textiles & Apparels,Other Textile Products,52.04,367.83,59.07,203.27,-11.43,,-683.33,46.67,0.00,9.68,367.83,-11.43,-27.95,0.08,-1.68,11.94,3.34,0.04,1.38,0.00,,0.23,0.03,41.65,6.20,3.00,33.63,3.71,,-0.98,33.95,-137.94,22.07
Subros,517168,SUBROS,INE287B01021,Industrial Products,Other Industrial Products,833.85,1.51,119.98,14.92,22.29,0.50,11.42,-14.70,7.71,1158.43,1.51,22.29,23.08,0.11,0.16,1196.45,4.26,0.06,1.60,11.27,309.86,0.09,0.02,31.30,66.25,2.77,31.10,14.95,152.37,63.33,31.11,134.98,5439.74
Sudal Industries,506003,,INE618D01015,Non - Ferrous Metals,Aluminium,52.85,0.26,10.79,5.38,2.98,0.29,1.80,58.54,7.87,25.93,0.26,2.98,7.32,0.06,3.32,38.32,9.38,2.00,2.42,0.00,75.31,-112.61,0.05,52.49,69.66,0.57,4.63,25.50,17.42,3.67,4.61,68.06,44.24
Sudarshan Chem.,506655,SUDARSCHEM,INE659A01023,Chemicals & Petrochemicals,Dyes And Pigments,970.60,1.10,45.72,14.61,2.83,-4.03,47.05,-64.91,-4.77,3520.20,1.10,2.83,27.08,0.01,42.02,6467.80,4.16,0.78,1.75,63.44,255.52,-15.95,0.10,39.49,21.97,3.54,205.96,7.88,159.02,413.63,205.99,652.14,7630.05
Sudarshan Colorants,506390,SUDARCOLOR,INE492A01029,Chemicals & Petrochemicals,Dyes And Pigments,361.00,1.05,12.63,6.57,30.68,0.98,47.83,-112.28,-4.08,556.33,1.05,30.68,8.22,0.44,0.47,544.29,12.60,0.13,1.42,0.00,231.46,14.42,0.18,41.85,12.81,1.07,7.54,12.85,20.82,163.54,7.53,100.75,833.24
Sudarshan Pharma,543828,,INE00TV01023,Chemicals & Petrochemicals,Specialty Chemicals,26.74,1.00,-236.34,16.42,2.17,0.60,9.92,7.24,-0.51,139.95,1.00,2.17,17.60,-0.32,13.71,145.02,-1.05,1.77,2.61,0.00,20.33,-38.36,0.00,24.46,44.54,19.60,18.27,14.91,139.68,2.65,18.27,147.60,643.52
Sudeep Pharma,544619,SUDEEPPHRM,INE0QPI01025,Pharmaceuticals & Biotechnology,Pharmaceuticals,656.25,14.77,,37.37,27.51,1.16,66.64,1.97,5.94,725.86,14.77,27.51,39.45,,1.03,759.97,,0.20,1.25,0.00,603.38,-1.23,0.00,17.54,25.23,,152.04,35.65,481.63,29.63,152.11,156.18,7412.29
Suditi Industrie,521113,,INE691D01012,Textiles & Apparels,Other Textile Products,74.50,2.55,-37.45,23.72,14.01,1.07,3.31,-58.82,-43.05,31.85,2.55,14.01,32.00,-0.05,1.81,34.54,-98.04,0.17,2.66,0.00,13.11,-1.54,0.00,8.02,136.13,-7.29,-13.63,-177.85,282.02,0.97,-13.63,242.10,321.99
Sugal & Damani,511654,,INE309D01011,Finance,Non Banking Financial Company (NBFC),71.90,2.09,-34.03,5.98,77.11,0.17,67.05,-87.79,-63.44,29.35,2.09,77.11,6.05,0.48,0.11,14.92,-4.97,0.02,1.16,0.00,67.56,9.92,0.09,48.27,61.21,-13.52,3.09,16.02,13.39,23.27,3.12,280.94,44.95
Sugs Lloyd,544501,,INE0XX801016,Electrical Equipment,Other Electrical Equipment,95.00,0.90,-10.91,7.58,5.03,0.10,4.53,1.16,-1.65,45.60,0.90,5.03,7.65,,4.46,12.25,-26.26,,2.35,0.00,,-33.63,0.01,36.11,15.15,,-4.96,35.17,,4.81,-4.96,36.09,220.52
Sujala Trading &,539117,,INE029H01016,Finance,Non Banking Financial Company (NBFC),62.35,29.97,304.62,-89.08,,,-574.79,20.00,-7.41,16.14,29.97,,-89.08,0.02,0.00,-6.84,0.52,0.00,1.43,0.00,,1.07,0.01,29.15,34.09,46.01,592.33,-0.24,,-12.00,594.33,198.11,35.66
Sukhjit Starch,524542,SUKHJITS,INE450E01029,Agricultural Food & other Products,Other Agricultural Products,180.00,0.40,19.72,9.94,1.99,-1.20,12.16,-14.17,-14.77,549.79,0.40,1.99,16.05,-0.08,10.25,735.92,3.39,0.92,1.89,7.82,163.95,-86.68,0.03,24.37,25.34,0.50,8.29,12.13,24.57,55.32,8.30,130.79,562.41
Sula Vineyards,543711,SULA,INE142Q01026,Beverages,Breweries & Distilleries,183.85,2.84,60.64,17.90,2.23,4.87,24.90,51.16,37.80,565.75,2.84,2.23,27.56,-0.06,5.70,641.43,2.88,0.71,1.79,43.28,80.52,-24.96,0.04,45.28,4.87,1.30,26.58,17.29,137.09,16.13,26.59,152.96,1552.56
Sulabh Engineers,508969,,INE673M01029,Finance,Non Banking Financial Company (NBFC),2.50,7.06,-144.95,6.24,10.43,0.30,25.00,111.11,-47.86,36.66,7.06,10.43,6.39,0.30,0.51,23.59,-0.39,0.04,1.24,0.00,2.83,-6.05,0.01,42.92,23.15,15.95,-38.65,6.36,6.18,0.09,-38.65,22.04,25.12
Sumedha Fiscal,530419,,INE886B01012,Finance,Other Financial Services,37.86,0.31,9.90,2.72,,0.51,31.63,-84.71,-16.07,68.14,0.31,,3.11,1.37,0.00,44.30,5.02,0.00,0.99,10.96,114.71,27.98,0.24,54.54,2.35,0.95,18.58,9.38,2.73,38.61,18.55,126.00,30.24
Sumeet Industrie,514211,SUMEETINDS,INE235C01036,Textiles & Apparels,Other Textile Products,26.65,1.39,8.51,32.03,3.42,,13.32,23.56,8.38,174.98,1.39,3.42,56.07,0.22,0.58,283.88,57.88,0.48,2.72,0.00,34.50,-4.10,0.02,34.28,153.09,0.96,3.42,-11.22,431.67,2.56,3.42,142.26,1402.66
Sumeru Industrie,530445,,INE764B01029,Commercial Services & Supplies,Trading & Distributors,1.70,,-193.26,100.75,,1.89,,0.00,,10.45,,,151.13,0.47,0.11,4.11,-0.61,0.00,1.01,0.00,0.31,0.98,0.01,46.71,12.58,-37.72,612.00,0.70,240.80,0.53,613.00,613.00,12.26
Sumit Woods,,SUMIT,INE748Z01013,Realty,"Residential, Commercial Projects",49.24,2.24,16.38,10.54,2.64,0.16,200.99,457.89,-10.76,162.72,2.24,2.64,11.00,-0.07,5.64,207.68,5.76,0.60,1.83,0.00,67.82,-31.23,0.07,58.59,6.58,5.81,9.59,12.17,31.59,44.12,9.58,200.78,222.87
Sumitomo Chemi.,542920,SUMICHEM,INE258G01013,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,427.55,6.71,45.83,26.85,115.57,7.85,75.25,-57.94,-39.66,3194.51,6.71,115.57,29.14,0.13,0.10,2893.41,17.22,0.03,1.25,11.93,182.07,-0.23,0.00,35.71,7.91,3.79,46.50,25.40,261.15,47.93,46.50,247.52,21341.01
Summit Securitie,533306,SUMMITSEC,INE519C01017,Finance,Investment Company,1847.90,11.28,40.72,12.54,,1.01,-0.67,-81.23,-81.92,11178.38,11.28,,12.54,6.45,0.00,-1.16,0.52,0.00,1.09,0.00,5344.58,0.09,0.00,27.79,35.68,4.16,27.09,1.19,3.11,-1.09,27.10,118.36,2014.54
Sumuka Agro,532070,,INE311N01016,Food Products,Packaged Foods,234.40,2.10,-45.76,42.99,7.98,0.42,22.17,2.67,1.15,17.73,2.10,7.98,44.45,-0.06,1.34,18.41,-20.97,0.21,1.84,0.00,211.99,-2.09,0.00,15.96,40.15,-7.20,-40.69,44.18,506.40,24.76,-40.74,216.38,166.61
Sun Pharma.Inds.,524715,SUNPHARMA,INE044A01036,Pharmaceuticals & Biotechnology,Pharmaceuticals,1710.65,7.22,49.52,20.56,55.58,1.68,64.64,8.20,7.20,77819.72,7.22,55.58,24.02,0.13,0.48,71446.80,11.41,0.18,1.23,35.13,700.17,-0.56,0.03,7.59,10.56,3.54,29.17,17.99,177.22,153.05,29.17,109.13,410442.34
Sun Retail,542025,,INE206Z01020,Commercial Services & Supplies,Trading & Distributors,0.37,0.85,2.53,-45.68,,,274.70,75.00,-81.69,16.59,0.85,,-45.68,0.61,33.47,18.46,11.25,0.34,2.40,0.00,,-97.39,0.01,51.32,5.71,0.16,-16.89,-4.46,,1.19,-16.88,-114.80,5.74
Sun TV Network,532733,SUNTV,INE424H01027,Entertainment,TV Broadcasting & Software Production,608.05,5.45,15.25,8.21,151.03,3.87,160.65,-8.56,-33.67,12347.38,5.45,151.03,11.03,0.57,0.09,10174.23,14.06,0.02,1.03,34.71,568.54,0.78,0.02,12.06,26.62,1.06,14.41,24.03,28.58,179.12,14.41,73.09,23962.32
Suncare Traders,539526,,INE452S01025,Commercial Services & Supplies,Trading & Distributors,0.68,5.94,-5.81,14.14,20.25,0.25,75.34,125.00,-88.55,40.14,5.94,20.25,14.14,-0.23,9.68,2.21,-6.55,0.14,1.16,0.00,,-31.70,0.04,42.86,9.68,-0.93,-5.29,1.25,4.36,0.09,-5.29,61.96,17.35
Suncity Synth.,530795,,INE584D01019,Textiles & Apparels,Other Textile Products,15.50,18.71,4.17,65.92,,-2.17,-195.12,-166.67,-18.18,-0.46,18.71,,71.91,0.60,-0.45,-0.37,84.81,-0.55,-7.95,0.00,,-3.00,0.00,21.36,45.00,0.40,2.81,-5.79,,-1.63,2.84,-191.75,7.67
Sundaram Brake,590072,SUNDRMBRAK,INE073D01013,Auto Components,Auto Components & Equipments,594.05,0.67,-187.34,38.91,0.27,,8.67,60.26,7.89,95.10,0.67,0.27,272.35,-0.14,7.54,101.88,-0.84,0.43,2.17,11.40,,-17.37,0.00,43.41,9.72,8.90,1782.15,6.18,,78.10,1798.00,-254.07,233.74
Sundaram Clayton,544066,SUNCLAY,INE0Q3R01026,Auto Components,Auto Components & Equipments,1303.80,1.37,-11.17,36.14,-0.68,,-15.98,19.32,1.29,874.28,1.37,-0.68,-62.99,-0.47,-153.18,1894.82,-11.44,1.87,2.97,-98.30,,-55.65,0.01,50.78,17.44,3.04,-295.71,-1.63,,-152.13,-296.33,-62.94,2874.37
Sundaram Finance,590071,SUNDARMFIN,INE660A01013,Finance,Non Banking Financial Company (NBFC),5314.50,6.21,-7.36,16.13,1.59,1.68,11.72,10.91,5.38,15129.19,6.21,1.59,16.66,-1.14,35.03,2568.67,-11.65,4.36,5.29,20.52,2262.31,-108.23,0.03,4.05,26.54,-1.09,-6.57,8.95,109.24,100.28,-6.57,99.66,59046.12
Sundaram Multi.,533166,SUNDARAM,INE108E01023,Household Products,Stationary,1.65,0.61,6.27,30.80,-0.64,,29.59,288.64,-35.98,68.49,0.61,-0.64,-68.83,0.19,-4.13,72.28,10.44,0.31,1.46,0.00,,-8.89,0.09,33.47,17.86,0.90,11.35,1.87,,0.80,11.35,98.97,78.19
Sundram Fasten.,500403,SUNDRMFAST,INE387A01021,Auto Components,Auto Components & Equipments,942.80,3.23,128.97,20.00,21.12,5.96,23.59,-14.37,1.32,4051.27,3.23,21.12,25.94,0.05,1.37,3969.91,3.51,0.19,1.38,28.06,305.72,-3.71,0.00,12.70,13.43,3.39,46.80,18.34,170.99,68.77,46.80,141.23,19810.91
Sundrex Oil,,SOCL,INE0CTB01014,Petroleum Products,Lubricants,29.50,0.59,,5.72,4.80,,25.95,,,15.27,0.59,4.80,5.95,,3.19,21.85,,,2.05,0.00,,-31.51,0.09,57.12,8.26,,-50.68,34.76,,13.01,-50.65,20.37,39.51
Sundrop Brands,500215,SUNDROP,INE209A01019,Agricultural Food & other Products,Edible Oil,659.80,1.96,106.35,70.81,3.01,3.93,13.84,-148.49,3.00,1448.79,1.96,3.01,688.12,0.07,-0.12,1466.09,2.34,0.02,0.82,0.00,,0.76,0.01,31.28,12.31,4.92,29.47,2.48,113.59,46.53,29.47,-1190.06,2487.23
Sunflag Iron,500404,SUNFLAG,INE947A01014,Industrial Products,Iron & Steel Products,256.20,1.22,41.25,11.16,4.24,-2.47,13.63,-27.26,-4.91,8541.53,1.22,4.24,14.63,1.64,3.58,2316.74,1.46,0.11,1.04,8.34,269.65,-17.40,0.04,20.43,30.65,1.89,24.64,7.17,12.39,28.52,24.64,101.41,4617.21
Sungarner Energ.,,SEL,INE0O3O01017,Electrical Equipment,Other Electrical Equipment,195.00,0.96,,11.31,2.33,,24.81,21.43,16.08,12.26,0.96,2.33,11.94,,8.28,15.84,,1.13,2.61,0.00,308.82,-29.40,0.01,52.44,7.68,,-8.73,17.99,89.70,50.74,-8.80,44.32,45.21
Sungold Capital,531433,,INE271D01013,Finance,Non Banking Financial Company (NBFC),2.77,3.04,-117.62,22.55,3.00,,-7.14,100.00,-11.11,22.21,3.04,3.00,41.33,0.09,0.00,0.16,-0.16,0.00,1.21,0.00,1.77,5.29,0.05,33.09,7.36,7.56,0.77,1.59,19.56,-0.07,0.77,127.50,5.10
Sungold Media,541799,,INE266S01011,Media,Advertising & Media Agencies,9.59,14.26,-6.75,246.50,,23.86,139.19,,38.71,11.62,14.26,,328.67,-0.13,0.00,1.86,-13.49,0.00,1.00,0.00,0.88,13.46,0.09,35.42,21.24,-0.94,9.42,0.35,960.05,0.94,9.42,1055.00,10.55
Sunil Agro Foods,530953,,INE224D01012,Agricultural Food & other Products,Other Agricultural Products,95.00,0.13,6.26,12.50,1.10,,0.61,-75.00,-3.07,16.07,0.13,1.10,17.22,-1.26,-40.72,16.48,8.76,3.02,5.61,0.00,25.73,-168.14,0.02,23.97,17.65,0.92,2.97,6.63,153.88,4.33,2.97,219.46,28.53
Sunil Healthcare,537253,,INE671C01016,Pharmaceuticals & Biotechnology,Pharmaceuticals,67.76,0.78,-10.98,7.87,1.57,,1.08,-41.00,-7.14,67.96,0.78,1.57,13.33,-0.43,-42.25,93.66,-4.71,0.91,2.39,0.00,39.21,-84.70,0.05,23.61,11.91,0.65,6.06,7.41,25.02,0.93,6.03,117.78,69.49
Sunil Industries,521232,,INE124M01015,Commercial Services & Supplies,Trading & Distributors,90.00,0.16,12.34,5.70,2.28,0.48,8.59,-43.21,-42.28,53.06,0.16,2.28,6.85,-0.91,15.99,53.43,3.01,1.40,2.54,0.00,127.66,-172.49,0.19,24.53,23.20,0.50,3.23,9.99,4.37,49.69,3.23,27.39,37.80
Sunita Tools Ltd,544001,,INE0Q1S01010,Industrial Manufacturing,Industrial Products,700.00,14.88,-56.90,56.61,10.06,1.14,92.96,80.95,6.79,50.32,14.88,10.06,66.02,-0.02,1.40,46.44,-18.26,0.14,1.01,0.00,285.53,-1.44,0.00,34.20,26.71,-20.91,-54.44,24.88,791.69,43.60,-54.28,144.62,439.64
Sunlite Recycli.,,SUNLITE,INE0U2N01013,Industrial Products,"Aluminium, Copper & Zinc Products",364.95,0.21,116.54,12.33,12.82,,3.06,98.89,47.69,74.37,0.21,12.82,13.37,,1.63,75.81,5.57,0.31,1.30,0.00,214.68,-5.84,0.00,12.17,301.04,,48.33,34.04,98.18,52.78,48.25,27.69,397.07
Sunraj Diamond,523425,,INE459D01014,Consumer Durables,"Gems, Jewellery And Watches",18.72,3.08,330.72,-129.05,-10.00,,26.23,-92.86,107.35,0.98,3.08,-10.00,-129.05,-1.77,265.67,0.92,0.17,18.36,27.01,0.00,,-178.96,0.00,20.27,152.97,-1.39,-26.82,1.02,,1.60,-26.97,998.00,9.98
Sunrakshakk Inds,539300,,INE671K01027,Textiles & Apparels,Other Textile Products,259.75,2.14,,19.95,10.95,,30.48,6.60,-3.41,163.48,2.14,10.95,27.73,,4.07,195.54,,0.27,2.19,0.00,301.00,-4.86,0.00,10.04,69.11,,5751.61,21.93,179.96,36.92,5752.93,115.89,805.41
Sunrest Lifescie,,SUNREST,INE0PLZ01012,Pharmaceuticals & Biotechnology,Pharmaceuticals,36.80,0.47,,10.07,9.45,,68.93,,,,0.47,9.45,10.41,,7.77,31.24,,,,0.00,,,,42.50,24.53,,5.42,0.00,8.38,53.56,5.41,46.47,15.80
Sunrise Efficie.,543515,,INE0KPY01017,Commercial Services & Supplies,Trading & Distributors,139.45,1.85,-43.58,18.84,43.63,1.15,58.06,4.20,-5.48,98.65,1.85,43.63,19.41,-0.03,0.61,84.84,-10.66,0.05,0.99,0.00,185.36,-1.57,0.01,61.69,0.00,-2.99,-28.04,29.68,67.78,43.67,-27.98,51.28,267.18
Sunshield Chem.,530845,,INE199E01014,Chemicals & Petrochemicals,Specialty Chemicals,848.00,1.69,476.32,16.38,5.51,-33.59,-7.33,-32.37,-22.42,109.23,1.69,5.51,20.65,0.03,6.01,132.27,0.86,0.97,2.79,12.60,446.65,-13.51,0.00,30.15,45.40,1.74,15.55,18.80,209.49,-36.77,15.54,152.52,745.81
Sunshine Capital,539574,,INE974F01025,Finance,Non Banking Financial Company (NBFC),0.24,50.40,-1.31,4.76,820.33,0.14,12044.18,-33.33,-13.64,756.20,50.40,820.33,4.78,-1.34,0.00,667.35,-13.20,0.00,1.07,0.00,0.71,2.41,0.02,73.33,26.32,-0.18,-1.67,0.79,0.87,0.57,-1.67,298.81,125.50
Sunsky Logistics,544566,,INE10CM01027,Transport Services,Logistics Solution Provider,71.00,3.69,,18.21,9.69,0.27,12.85,50.00,4.80,6.30,3.69,9.69,18.50,,2.06,3.28,,,1.48,0.00,,-5.07,0.01,26.04,47.27,,37.62,61.30,,2.48,37.73,49.05,88.29
Suntech Infra.,,SUNTECH,INE0SGZ01016,Construction,Civil Construction,39.25,0.47,-36.67,3.74,3.44,0.10,28.37,-68.87,-28.64,80.29,0.47,3.44,5.63,,4.95,117.20,-1.92,0.87,2.79,0.00,165.06,-86.22,0.12,64.32,21.89,,10.26,21.72,5.44,23.75,10.24,25.16,75.99
Sunteck Realty,512179,SUNTECK,INE805D01034,Realty,"Residential, Commercial Projects",415.40,6.14,38.81,20.18,5.36,0.39,261.21,16.07,36.36,3335.06,6.14,5.36,21.06,0.07,3.49,3169.49,4.39,0.22,2.49,14.62,207.94,-8.67,0.03,13.23,19.71,3.03,32.06,4.50,58.96,176.67,32.05,104.52,6085.13
Super Bakers (I),530735,,INE897A01011,Food Products,Packaged Foods,30.01,,26.74,7.77,,1.25,,30.00,,5.34,,,8.94,0.61,0.00,4.96,6.87,0.00,1.01,0.00,,44.81,0.44,21.25,19.56,1.57,47.38,9.89,32.78,15.40,47.68,69.69,9.06
Super Crop Safe,530883,,INE366G01022,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,9.48,0.81,-5.65,22.36,1.89,0.73,88.27,48.00,54.79,30.47,0.81,1.89,25.99,-1.44,19.45,60.17,-9.72,1.38,3.06,0.00,7.58,-109.87,0.00,54.86,31.48,-0.73,-12.75,6.06,30.01,10.35,-12.75,51.50,38.11
Super Iron,544381,,INE16IQ01014,Industrial Products,Castings & Forgings,37.00,0.42,,8.38,1.79,,46.52,-90.32,-42.43,173.71,0.42,1.79,13.04,,8.99,219.29,,,,0.00,,,,65.72,22.92,,15.16,0.00,10.61,41.38,15.16,240.44,86.56
Super Sales Ind.,512527,,INE091C01017,Textiles & Apparels,Other Textile Products,644.75,0.48,25.20,6.60,1.73,,16.80,-121.43,-1.01,538.09,0.48,1.73,17.43,1.98,-54.06,230.72,1.23,0.18,1.28,-43.61,389.80,-31.00,0.12,36.03,21.65,0.40,6.89,4.22,20.29,223.74,6.82,-335.49,197.94
Super Spinning,521180,SUPERSPIN,INE662A01027,Textiles & Apparels,Other Textile Products,8.15,6.82,5.70,11.65,2.43,,-317.35,620.00,6.00,55.40,6.82,2.43,15.01,-0.93,-1.26,65.83,8.94,0.50,1.94,0.00,,-52.79,0.14,38.21,15.60,-0.45,21.24,3.82,,-3.79,21.25,89.68,44.84
Super Tannery,523842,,INE460D01038,Consumer Durables,Leather And Leather Products,7.14,0.28,8.74,5.62,2.73,0.74,2.27,-68.52,-8.32,106.65,0.28,2.73,8.63,0.17,9.52,124.96,5.05,0.59,2.46,8.10,7.47,-64.27,0.15,38.71,26.15,0.31,1.68,7.97,7.28,0.57,1.68,111.70,77.07
Superhouse Ltd,523283,SUPERHOUSE,INE712B01010,Consumer Durables,Leather And Leather Products,168.00,0.27,-62.43,5.97,1.31,-0.72,30.36,1428.13,16.82,461.27,0.27,1.31,9.57,0.03,20.27,469.12,-0.43,0.63,1.84,9.44,128.28,-117.31,0.37,16.81,37.42,0.50,10.97,5.50,13.33,191.15,10.99,43.58,185.22
Superior Finleas,539835,,INE574R01028,Finance,Non Banking Financial Company (NBFC),1.46,13.27,-3.02,-323.20,,,421.21,125.00,-12.50,5.16,13.27,,-269.33,-13.38,4485.00,2.07,-2.93,8.69,9.57,0.00,,-996.80,0.22,35.68,30.36,-0.07,-3.24,0.41,,0.46,-3.24,438.00,4.38
Superior Indus.,519234,,INE843L01012,Agricultural Food & other Products,Edible Oil,41.65,1.30,25.13,6.68,14.93,0.14,2.96,-94.77,-60.95,144.29,1.30,14.93,7.12,2.44,0.88,8.29,1.68,0.05,0.99,0.00,65.73,-5.04,0.07,46.94,25.04,2.13,15.90,6.18,3.22,0.94,15.85,320.50,57.69
Supershakti Met.,541701,,INE00SY01011,Industrial Products,Iron & Steel Products,265.00,0.43,,9.91,12.18,,11.16,40.53,-15.63,279.28,0.43,12.18,11.91,,0.04,127.95,,,,4.47,,,,43.61,25.00,,6.30,0.00,18.33,69.71,6.31,28.79,305.42
Supertech EV,544428,,INE0SC101013,Automobiles,2/3 Wheelers,54.15,0.89,-12.28,7.22,11.05,,59.57,,,46.89,0.89,11.05,7.60,,0.59,47.62,-24.65,0.07,2.09,0.00,230.07,-4.92,0.01,34.06,40.65,,-13.09,63.61,13.53,36.00,-13.04,19.45,66.92
Supertex Inds.,526133,,INE881B01054,Textiles & Apparels,Other Textile Products,6.58,0.12,1.92,13.34,1.22,,30.61,267.57,152.57,30.41,0.12,1.22,16.47,-4.46,-571.75,29.31,7.39,1.83,2.62,0.00,,-736.28,0.11,33.33,15.85,0.16,1.77,6.35,,16.39,1.78,12.05,7.47
Supra Pacific,540168,,INE268T01015,Finance,Non Banking Financial Company (NBFC),28.20,1.41,-1.29,10.76,1.17,0.81,28.65,43.90,19.28,77.55,1.41,1.17,12.73,-4.64,256.23,47.70,-32.08,3.76,3.56,0.00,53.13,-308.19,0.03,31.22,23.85,-0.16,-0.79,8.60,30.15,5.74,-0.79,53.05,93.89
Supra Trends,511539,,INE533B01028,Finance,Other Financial Services,15.00,4.08,,-20.10,-85.00,,214.29,57.14,2.49,13.57,4.08,-85.00,-15.96,,-7.02,21.59,,0.61,1.07,0.00,,-20.10,0.10,76.33,31.93,,-7.16,-13.23,,7.89,-7.17,-135.33,20.30
Suprajit Engg.,532509,SUPRAJIT,INE399C01030,Auto Components,Auto Components & Equipments,426.05,1.60,46.12,14.45,4.95,-2.15,13.79,-75.41,4.03,1364.01,1.60,4.95,21.02,0.02,9.34,1630.02,6.08,0.79,2.12,41.46,181.84,-15.81,0.02,17.70,21.73,2.30,31.64,12.72,178.95,36.78,31.63,430.67,5844.15
Supreme Engg.,,SUPREMEENG,INE319Z01021,Industrial Products,Iron & Steel Products,1.10,1.22,6.01,-25.10,-4.26,,-392.48,-1028.57,-38.81,-89.47,1.22,-4.26,-18.53,-2.93,-7.81,-73.05,23.78,-1.36,-0.35,0.00,,-435.94,0.08,57.85,61.76,0.72,68.75,-59.75,,-3.55,68.73,-42.29,27.49
Supreme Facility,,SFML,INE0U6N01014,Commercial Services & Supplies,Diversified Commercial Services,26.30,0.15,-4.25,4.40,1.86,0.28,17.75,38.32,14.55,93.04,0.15,1.86,7.49,-0.58,14.33,167.98,-9.24,1.39,2.40,0.00,69.32,-140.14,0.32,40.56,1.15,0.38,4.18,17.23,5.80,30.88,4.19,14.71,65.30
Supreme Holdings,530677,SUPREME,INE822E01011,Realty,"Residential, Commercial Projects",60.64,11.66,-17.36,54.37,399.00,-12.01,641.84,440.00,-37.50,568.30,11.66,399.00,59.68,0.15,0.57,560.06,-2.39,0.01,1.04,0.00,30.07,-0.18,0.02,47.95,8.29,26.41,-21.79,2.78,31.55,33.42,-21.82,837.04,234.37
Supreme Inds.,509930,SUPREMEIND,INE195A01028,Industrial Products,Plastic Products - Industrial,3850.80,4.56,101.13,33.13,46.97,-43.54,13.02,-6.90,12.24,5721.24,4.56,46.97,45.36,0.09,0.34,4927.60,8.87,0.06,1.21,44.96,1593.11,1.29,0.02,18.76,27.51,3.89,48.72,25.61,515.49,109.85,48.73,318.94,48915.51
Supreme Infra.,532904,SUPREMEINF,INE550H01011,Construction,Civil Construction,83.88,4.22,-18.03,-263.71,-0.01,,-2555.39,1676.80,62.26,271.98,4.22,-0.01,-140.17,1.37,-1.01,-1218.61,0.63,4.56,-0.64,0.00,1465.89,-724.29,0.01,36.72,5.87,0.52,19.65,-7.73,,-508.39,19.65,-1.35,215.55
